Date,MinTemp,MaxTemp,Evaporation,Sunshine,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,Rain
2009-03-01 00:00:00,21.3,26.1,6.8,10.0,66.0,56.0,1010.8,1010.8,23.2,25.1,0.0
2009-03-02 00:00:00,21.3,26.6,6.0,9.0,65.0,56.0,1016.5,1015.1,23.6,25.3,0.0
2009-03-03 00:00:00,21.3,28.3,6.8,6.9,58.0,51.0,1017.9,1014.9,24.7,26.2,0.0
2009-03-04 00:00:00,22.9,25.9,7.6,0.5,66.0,46.0,1007.9,1008.7,25.4,22.9,0.0
2009-03-05 00:00:00,15.6,23.2,5.0,11.0,39.0,39.0,1009.8,1009.0,19.2,22.6,0.0
2009-03-06 00:00:00,14.1,23.7,7.8,9.8,61.0,45.0,1013.5,1011.4,18.6,22.8,17.6
2009-03-07 00:00:00,18.2,25.5,4.8,9.2,80.0,63.0,1014.3,1011.8,20.4,24.8,0.0
2009-03-08 00:00:00,20.3,22.9,5.0,4.1,85.0,89.0,1017.8,1018.8,21.8,20.4,0.0
2009-03-09 00:00:00,17.9,24.3,2.0,4.4,93.0,71.0,1022.2,1020.3,19.0,23.0,0.0
2009-03-10 00:00:00,19.0,25.1,3.6,6.7,64.0,52.0,1022.0,1021.4,23.1,24.5,0.2
2009-03-11 00:00:00,19.4,23.9,6.2,1.8,61.0,69.0,1023.9,1022.8,22.8,22.3,0.4
2009-03-12 00:00:00,18.2,26.8,5.0,9.8,72.0,47.0,1023.0,1020.1,22.4,25.3,0.0
2009-03-13 00:00:00,19.6,25.8,6.4,2.2,84.0,68.0,1018.5,1016.0,21.4,24.5,0.0
2009-03-14 00:00:00,19.6,29.3,4.0,6.4,76.0,59.0,1014.7,1009.8,23.2,27.8,0.0
2009-03-15 00:00:00,18.5,27.3,8.4,6.6,79.0,54.0,1010.6,1007.4,22.1,26.7,25.6
2009-03-16 00:00:00,15.9,27.6,6.8,10.8,41.0,21.0,1011.9,1008.0,18.5,27.4,0.2
2009-03-17 00:00:00,15.2,24.1,6.1,11.0,42.0,59.0,1013.4,1012.6,19.1,22.3,0.0
2009-03-18 00:00:00,16.9,26.3,5.4,10.1,71.0,47.0,1019.0,1015.9,20.1,25.8,0.0
2009-03-19 00:00:00,17.1,30.4,6.0,9.7,67.0,53.0,1016.6,1013.3,21.7,28.2,0.0
2009-03-20 00:00:00,19.9,28.6,6.2,8.6,91.0,54.0,1017.5,1016.4,21.9,26.6,0.0
2009-03-21 00:00:00,19.9,26.3,6.2,8.7,87.0,53.0,1018.9,1017.1,21.6,25.5,0.0
2009-03-22 00:00:00,17.7,28.0,5.6,8.4,71.0,49.0,1017.9,1014.8,21.4,27.0,0.0
2009-03-23 00:00:00,18.5,27.9,8.0,10.2,61.0,51.0,1017.0,1014.8,23.8,27.5,1.4
2009-03-24 00:00:00,20.0,28.2,5.8,10.8,63.0,53.0,1018.1,1015.9,24.7,27.7,0.0
2009-03-25 00:00:00,21.2,29.1,7.0,8.0,66.0,52.0,1019.6,1017.0,23.7,28.0,0.0
2009-03-26 00:00:00,20.4,30.9,5.2,7.6,67.0,52.0,1019.5,1016.2,24.3,28.4,3.8
2009-03-27 00:00:00,19.6,22.4,5.8,4.8,76.0,61.0,1024.0,1023.9,20.6,21.7,0.8
2009-03-28 00:00:00,16.5,24.9,4.4,10.8,73.0,46.0,1025.5,1022.9,20.0,24.0,0.4
2009-03-29 00:00:00,16.2,26.9,6.6,9.4,67.0,49.0,1023.7,1021.3,19.9,24.9,0.0
2009-03-30 00:00:00,18.7,24.8,4.0,6.7,88.0,64.0,1024.3,1022.3,20.2,24.1,0.0
2009-03-31 00:00:00,19.4,22.0,6.0,0.0,88.0,89.0,1022.0,1020.4,20.7,20.4,1.6
2009-04-01 00:00:00,18.8,25.2,5.0,2.3,95.0,66.0,1021.4,1021.1,20.3,24.8,43.4
2009-04-02 00:00:00,19.8,25.3,3.8,2.4,93.0,76.0,1023.4,1021.8,20.6,23.9,4.0
2009-04-03 00:00:00,19.5,26.8,2.6,7.9,88.0,66.0,1020.9,1016.6,22.3,25.4,5.2
2009-04-04 00:00:00,18.1,20.2,4.2,1.4,88.0,66.0,1017.3,1019.2,18.3,19.3,1.2
2009-04-05 00:00:00,16.9,23.9,5.6,8.0,67.0,58.0,1020.0,1014.1,19.7,23.0,0.0
2009-04-06 00:00:00,16.8,19.7,3.4,6.9,76.0,64.0,1020.6,1019.7,18.7,18.9,0.0
2009-04-07 00:00:00,17.0,19.6,5.8,7.7,66.0,61.0,1025.6,1024.5,18.6,18.9,0.0
2009-04-08 00:00:00,12.5,20.8,5.6,9.3,66.0,66.0,1026.9,1024.9,18.7,20.0,0.0
2009-04-09 00:00:00,15.0,23.2,2.8,8.4,70.0,56.0,1025.4,1022.0,19.5,22.1,0.0
2009-04-10 00:00:00,15.3,25.6,4.0,8.3,68.0,56.0,1023.6,1020.6,20.4,23.8,0.0
2009-04-11 00:00:00,16.9,24.8,3.2,0.8,70.0,58.0,1025.2,1022.7,21.6,23.8,0.0
2009-04-12 00:00:00,18.5,26.2,0.8,8.2,81.0,56.0,1023.0,1020.2,21.4,25.2,0.4
2009-04-13 00:00:00,20.3,22.4,3.6,0.1,82.0,96.0,1022.5,1019.2,21.4,19.7,0.0
2009-04-14 00:00:00,17.8,26.3,4.8,7.8,84.0,67.0,1015.0,1010.9,20.2,23.6,83.2
2009-04-15 00:00:00,16.2,30.1,5.0,10.0,65.0,21.0,1011.1,1006.3,21.1,29.7,19.4
2009-04-16 00:00:00,15.2,24.7,10.0,9.8,38.0,36.0,1015.3,1011.4,18.0,23.3,0.0
2009-04-17 00:00:00,13.1,21.5,4.8,10.3,43.0,64.0,1016.3,1015.8,19.4,20.9,0.0
2009-04-18 00:00:00,14.1,21.1,5.2,7.9,68.0,62.0,1020.1,1018.3,19.6,20.2,0.0
2009-04-19 00:00:00,16.0,21.5,3.4,8.3,86.0,65.0,1019.6,1017.9,16.7,20.8,4.2
2009-04-20 00:00:00,16.2,20.7,7.0,2.9,55.0,72.0,1020.4,1018.8,19.1,18.7,5.0
2009-04-21 00:00:00,15.8,21.8,5.4,5.0,62.0,87.0,1022.8,1021.6,19.9,17.3,1.4
2009-04-22 00:00:00,15.6,22.0,3.4,7.7,86.0,72.0,1024.3,1022.4,17.6,19.1,7.4
2009-04-23 00:00:00,14.9,21.0,4.2,6.3,79.0,61.0,1021.7,1018.1,18.6,20.4,3.4
2009-04-24 00:00:00,13.0,24.9,2.0,9.0,71.0,61.0,1012.7,1006.2,18.0,23.1,0.0
2009-04-25 00:00:00,15.7,24.2,5.4,10.3,45.0,35.0,1004.2,1002.1,20.3,23.7,0.0
2009-04-26 00:00:00,16.2,20.6,6.8,9.2,37.0,22.0,1002.7,1002.9,17.9,19.9,0.0
2009-04-27 00:00:00,11.4,19.4,7.2,9.9,37.0,26.0,1013.3,1012.7,15.2,18.4,0.0
2009-04-28 00:00:00,9.8,21.5,4.0,10.5,59.0,30.0,1015.3,1015.1,15.8,19.8,0.0
2009-04-29 00:00:00,9.7,16.9,4.6,2.4,55.0,69.0,1022.2,1019.6,13.9,15.8,0.0
2009-04-30 00:00:00,12.0,16.8,2.4,2.7,82.0,91.0,1020.4,1020.4,14.0,13.9,5.0
2009-05-01 00:00:00,9.6,22.4,3.0,10.3,65.0,39.0,1024.6,1020.5,14.9,21.9,3.2
2009-05-02 00:00:00,10.4,20.0,2.2,9.4,57.0,69.0,1024.9,1022.7,15.9,19.3,0.0
2009-05-03 00:00:00,11.7,19.9,3.6,7.0,78.0,66.0,1027.6,1025.5,13.7,19.2,11.4
2009-05-04 00:00:00,11.9,23.6,3.2,10.0,70.0,54.0,1028.3,1025.3,16.5,21.7,0.0
2009-05-05 00:00:00,14.5,19.0,1.8,4.2,85.0,69.0,1030.6,1028.2,15.8,18.7,2.2
2009-05-06 00:00:00,13.1,22.6,3.2,9.7,78.0,60.0,1028.2,1023.2,16.6,20.8,0.8
2009-05-07 00:00:00,11.8,21.3,4.0,10.2,60.0,58.0,1024.1,1021.8,16.4,19.3,0.0
2009-05-08 00:00:00,11.9,18.8,2.6,9.5,68.0,70.0,1027.4,1025.0,17.0,18.5,0.0
2009-05-09 00:00:00,11.0,21.7,4.4,9.8,60.0,49.0,1024.0,1020.2,16.0,20.5,0.0
2009-05-10 00:00:00,12.2,19.0,3.4,3.4,92.0,57.0,1024.2,1023.5,15.3,18.0,1.0
2009-05-11 00:00:00,11.2,19.0,3.4,6.4,66.0,49.0,1025.1,1022.3,15.6,18.1,6.4
2009-05-12 00:00:00,9.1,19.5,2.6,5.5,65.0,66.0,1021.3,1018.1,14.2,16.4,0.0
2009-05-13 00:00:00,9.5,22.0,1.6,9.7,65.0,30.0,1016.7,1012.6,14.2,21.5,0.0
2009-05-14 00:00:00,10.3,21.9,2.6,10.1,43.0,27.0,1012.6,1010.8,16.9,21.1,0.0
2009-05-15 00:00:00,11.0,22.2,6.2,8.7,50.0,32.0,1012.6,1009.7,15.5,21.0,0.0
2009-05-16 00:00:00,15.5,22.9,5.0,7.8,47.0,37.0,1008.2,1008.2,19.1,22.0,0.0
2009-05-17 00:00:00,9.9,18.1,4.8,9.7,55.0,48.0,1018.6,1017.7,14.2,17.5,0.0
2009-05-18 00:00:00,9.6,19.8,2.6,5.2,63.0,57.0,1025.6,1023.3,15.5,18.9,0.0
2009-05-19 00:00:00,14.2,21.1,2.4,4.4,88.0,58.0,1024.5,1021.4,15.8,19.7,3.8
2009-05-20 00:00:00,15.0,21.6,4.4,3.0,93.0,66.0,1022.2,1020.4,16.6,19.3,24.4
2009-05-21 00:00:00,15.1,20.1,1.8,0.2,57.0,56.0,1024.0,1022.2,18.6,19.0,21.0
2009-05-22 00:00:00,16.3,20.2,6.6,0.0,57.0,91.0,1023.8,1020.9,19.0,17.0,1.0
2009-05-23 00:00:00,15.0,21.8,5.0,6.0,66.0,84.0,1023.7,1023.1,20.1,17.9,26.4
2009-05-24 00:00:00,17.4,21.8,4.4,7.4,51.0,50.0,1026.7,1025.3,20.0,20.5,0.4
2009-05-25 00:00:00,12.7,20.6,3.6,2.2,78.0,60.0,1025.7,1023.0,16.0,20.1,0.0
2009-05-26 00:00:00,12.6,23.2,0.6,8.4,86.0,50.0,1022.3,1018.5,14.5,22.0,0.0
2009-05-27 00:00:00,14.0,17.9,3.0,0.1,77.0,93.0,1020.2,1018.3,16.7,15.5,0.0
2009-05-28 00:00:00,11.6,17.2,0.4,7.7,88.0,81.0,1021.0,1020.1,15.1,16.3,3.8
2009-05-29 00:00:00,11.4,16.6,2.4,6.1,66.0,74.0,1023.1,1022.3,14.2,15.7,6.0
2009-05-30 00:00:00,10.8,18.2,4.6,4.0,89.0,84.0,1027.8,1026.9,13.4,15.2,16.0
2009-05-31 00:00:00,13.1,19.6,1.2,2.8,47.0,53.0,1033.3,1031.9,17.9,17.8,5.2
2009-06-01 00:00:00,13.9,17.0,3.0,0.0,71.0,75.0,1032.6,1030.1,14.6,16.2,0.2
2009-06-02 00:00:00,11.9,20.1,1.2,3.4,83.0,62.0,1029.9,1026.8,15.1,18.8,1.6
2009-06-03 00:00:00,14.5,18.7,2.8,0.1,95.0,87.0,1025.8,1022.0,15.2,17.6,7.4
2009-06-04 00:00:00,13.0,17.9,0.0,0.6,91.0,81.0,1020.5,1016.5,14.4,17.1,3.0
2009-06-05 00:00:00,12.8,20.1,1.0,3.5,76.0,47.0,1014.5,1012.1,16.9,19.4,0.0
2009-06-06 00:00:00,9.1,19.5,2.2,9.8,62.0,38.0,1013.9,1009.8,13.1,19.0,0.0
2009-06-07 00:00:00,10.0,19.9,3.8,6.6,84.0,37.0,1008.0,1004.6,12.3,19.2,0.8
2009-06-08 00:00:00,10.0,20.1,3.2,9.0,58.0,32.0,1009.6,1007.1,14.6,19.9,0.2
2009-06-09 00:00:00,9.2,17.0,2.6,6.0,52.0,34.0,1011.2,1007.9,12.3,15.6,0.0
2009-06-10 00:00:00,8.9,14.4,4.4,9.6,36.0,32.0,1012.2,1012.9,10.6,13.5,0.0
2009-06-11 00:00:00,5.3,16.1,4.0,9.8,47.0,29.0,1020.6,1018.0,8.4,15.2,0.0
2009-06-12 00:00:00,6.3,17.6,3.0,9.4,57.0,34.0,1024.0,1019.8,10.0,17.2,0.0
2009-06-13 00:00:00,7.6,20.1,2.6,4.6,68.0,29.0,1017.4,1013.6,9.8,18.1,0.0
2009-06-14 00:00:00,9.0,14.3,3.4,0.3,65.0,73.0,1014.3,1011.8,11.2,13.6,0.0
2009-06-15 00:00:00,7.3,18.1,0.8,8.6,71.0,40.0,1012.8,1010.4,11.5,17.3,2.2
2009-06-16 00:00:00,8.5,15.2,3.0,0.5,81.0,87.0,1017.5,1019.8,14.8,14.6,0.0
2009-06-17 00:00:00,10.5,16.4,0.8,3.3,92.0,76.0,1027.2,1026.4,11.7,15.2,10.0
2009-06-18 00:00:00,10.2,16.0,1.0,3.3,92.0,89.0,1029.5,1027.9,12.5,14.5,5.8
2009-06-19 00:00:00,10.0,18.2,1.4,7.2,75.0,42.0,1030.0,1027.9,14.9,17.5,9.8
2009-06-20 00:00:00,10.5,16.7,3.8,0.6,87.0,87.0,1027.8,1024.3,13.3,16.2,0.4
2009-06-21 00:00:00,13.1,19.7,0.6,1.9,92.0,81.0,1023.6,1020.3,14.2,18.3,21.0
2009-06-22 00:00:00,14.2,19.9,1.8,6.7,89.0,81.0,1019.9,1017.5,16.3,17.3,12.6
2009-06-23 00:00:00,10.3,19.9,1.6,9.5,71.0,57.0,1019.5,1016.3,14.3,18.8,0.4
2009-06-24 00:00:00,8.9,19.8,1.4,6.3,75.0,50.0,1014.7,1010.5,11.9,18.7,0.0
2009-06-25 00:00:00,8.4,17.7,2.2,6.5,64.0,44.0,1014.2,1012.1,12.3,16.2,0.2
2009-06-26 00:00:00,9.0,19.0,1.8,8.8,65.0,47.0,1012.5,1008.8,12.4,17.0,0.0
2009-06-27 00:00:00,9.2,16.4,2.2,0.2,75.0,83.0,1007.8,1005.2,11.2,14.9,0.0
2009-06-28 00:00:00,10.9,19.8,2.2,5.3,80.0,47.0,1006.0,1004.1,12.5,18.8,0.0
2009-06-29 00:00:00,9.3,21.4,2.0,9.8,58.0,38.0,1011.9,1009.9,13.6,20.8,3.6
2009-06-30 00:00:00,12.5,20.6,1.4,2.2,60.0,45.0,1012.6,1007.3,16.2,20.1,0.0
2009-07-01 00:00:00,13.4,22.0,4.0,8.6,52.0,22.0,1005.6,1004.0,17.6,21.1,0.0
2009-07-02 00:00:00,9.8,19.4,4.8,8.4,41.0,27.0,1007.6,1006.2,15.8,18.5,0.0
2009-07-03 00:00:00,10.7,16.2,5.6,9.4,44.0,40.0,1003.4,1003.9,13.0,14.7,0.0
2009-07-04 00:00:00,7.4,17.3,3.8,9.8,51.0,37.0,1012.2,1011.0,11.7,16.0,0.0
2009-07-05 00:00:00,9.8,15.8,3.0,9.8,50.0,40.0,1016.3,1016.1,13.5,15.5,0.0
2009-07-06 00:00:00,5.8,16.6,3.0,6.5,62.0,36.0,1020.4,1017.4,9.4,16.0,0.0
2009-07-07 00:00:00,7.1,14.0,2.6,3.9,77.0,84.0,1024.4,1024.1,12.6,12.3,2.8
2009-07-08 00:00:00,9.1,14.8,2.6,3.2,97.0,78.0,1029.5,1028.0,11.0,14.1,19.0
2009-07-09 00:00:00,7.6,17.6,0.4,4.4,92.0,59.0,1030.7,1028.3,12.7,16.2,10.2
2009-07-10 00:00:00,9.1,17.3,1.8,8.4,92.0,65.0,1028.0,1024.5,12.6,16.4,4.6
2009-07-11 00:00:00,8.7,17.3,2.0,3.6,85.0,51.0,1022.3,1018.3,11.6,16.4,0.2
2009-07-12 00:00:00,10.4,18.3,1.4,2.3,81.0,52.0,1014.4,1009.0,11.5,17.9,0.0
2009-07-13 00:00:00,11.1,18.8,2.4,2.8,77.0,32.0,1007.4,1005.5,14.1,18.4,0.2
2009-07-14 00:00:00,9.2,17.8,3.2,9.7,60.0,36.0,1007.0,1004.4,12.9,16.7,0.0
2009-07-15 00:00:00,6.5,17.0,2.6,6.9,67.0,43.0,1009.8,1008.0,9.9,14.7,0.0
2009-07-16 00:00:00,8.2,14.8,2.0,2.5,77.0,55.0,1011.9,1010.2,8.9,13.6,1.2
2009-07-17 00:00:00,8.8,14.7,3.2,4.5,73.0,67.0,1018.9,1018.9,12.3,14.3,6.2
2009-07-18 00:00:00,7.3,18.7,3.0,9.8,69.0,39.0,1022.2,1018.0,11.2,18.6,0.0
2009-07-19 00:00:00,6.0,20.1,2.2,9.4,61.0,33.0,1020.8,1019.0,10.6,19.0,0.0
2009-07-20 00:00:00,7.6,21.2,2.6,10.0,58.0,28.0,1024.8,1019.9,12.4,20.8,0.0
2009-07-21 00:00:00,8.2,23.0,5.4,10.0,54.0,26.0,1021.1,1015.1,13.2,22.7,0.0
2009-07-22 00:00:00,13.2,25.5,4.8,8.0,44.0,33.0,1011.1,1004.8,21.0,24.6,0.0
2009-07-23 00:00:00,11.5,17.0,5.6,8.1,56.0,42.0,1012.4,1014.3,14.4,16.4,3.0
2009-07-24 00:00:00,8.0,15.5,2.2,9.4,59.0,58.0,1025.7,1024.3,11.2,15.3,0.6
2009-07-25 00:00:00,6.5,17.6,1.8,9.9,68.0,43.0,1026.0,1021.6,10.3,17.0,0.0
2009-07-26 00:00:00,8.2,15.2,5.8,0.3,74.0,75.0,1018.9,1014.0,10.6,13.2,0.0
2009-07-27 00:00:00,8.0,18.7,0.4,9.0,59.0,32.0,1015.8,1015.1,12.2,17.7,9.4
2009-07-28 00:00:00,8.3,18.9,3.6,10.0,53.0,38.0,1022.2,1020.0,12.5,17.3,0.0
2009-07-29 00:00:00,7.5,20.0,2.2,9.1,58.0,49.0,1023.8,1022.1,12.7,17.4,0.0
2009-07-30 00:00:00,8.4,19.4,4.0,9.5,55.0,35.0,1024.1,1018.9,13.0,19.0,0.0
2009-07-31 00:00:00,8.0,19.9,3.0,8.5,55.0,37.0,1019.8,1017.6,13.9,19.4,0.0
2009-08-01 00:00:00,7.9,19.6,3.8,10.2,55.0,32.0,1025.2,1021.0,13.0,19.3,0.0
2009-08-02 00:00:00,7.7,19.7,4.0,10.1,56.0,35.0,1027.4,1022.3,12.1,18.9,0.0
2009-08-03 00:00:00,7.5,20.8,4.0,8.8,49.0,31.0,1019.9,1019.4,14.9,19.8,0.0
2009-08-04 00:00:00,9.8,19.6,3.2,5.1,61.0,38.0,1021.5,1017.1,12.6,19.0,0.0
2009-08-05 00:00:00,7.0,19.0,2.8,9.9,62.0,43.0,1022.6,1020.0,11.9,17.6,0.0
2009-08-06 00:00:00,7.8,21.0,2.0,9.2,68.0,44.0,1023.3,1018.8,12.1,19.2,0.0
2009-08-07 00:00:00,9.3,24.7,4.8,8.9,52.0,18.0,1015.3,1009.0,14.8,24.0,0.0
2009-08-08 00:00:00,7.8,14.6,6.4,9.9,42.0,51.0,1023.2,1020.6,11.2,14.4,0.0
2009-08-09 00:00:00,5.1,18.6,2.6,8.4,50.0,47.0,1020.5,1017.4,10.8,16.9,0.0
2009-08-10 00:00:00,6.7,18.1,1.8,4.1,64.0,49.0,1019.5,1016.6,10.1,17.0,0.0
2009-08-11 00:00:00,9.2,18.2,1.2,2.4,72.0,58.0,1015.8,1011.9,12.6,18.1,0.0
2009-08-12 00:00:00,9.1,20.5,1.6,9.7,67.0,30.0,1012.3,1009.2,13.5,20.1,4.8
2009-08-13 00:00:00,8.9,21.3,5.4,10.2,48.0,36.0,1014.0,1011.4,15.2,20.5,0.0
2009-08-14 00:00:00,11.2,20.5,3.0,9.9,58.0,55.0,1018.8,1015.8,15.0,19.1,0.0
2009-08-15 00:00:00,8.6,22.9,3.2,10.5,58.0,35.0,1019.2,1015.6,14.3,21.9,0.0
2009-08-16 00:00:00,9.2,25.9,2.0,10.2,53.0,23.0,1015.5,1008.2,15.1,25.4,0.0
2009-08-17 00:00:00,12.4,23.2,8.0,10.2,37.0,25.0,1013.4,1013.7,18.2,20.1,0.0
2009-08-18 00:00:00,9.0,17.5,6.2,10.4,43.0,44.0,1027.8,1026.0,13.4,17.0,0.0
2009-08-19 00:00:00,7.8,19.8,4.2,10.4,56.0,42.0,1027.7,1022.7,13.4,19.4,0.0
2009-08-20 00:00:00,9.5,21.6,2.8,4.9,72.0,36.0,1019.2,1013.8,12.7,21.1,0.0
2009-08-21 00:00:00,10.3,26.2,4.0,4.8,43.0,31.0,1008.9,1001.4,18.2,24.9,0.0
2009-08-22 00:00:00,14.0,21.3,7.0,6.3,58.0,41.0,1012.2,1009.5,14.5,19.4,0.0
